Row Labels,Lat,Long,Cluster
GAD02_Amstd_29_0,52.377200000000002,4.895100000000000,Center
GAD02_Amstd_30_0,52.376899999999999,4.895000000000000,Center
GAD02_Amstd_31_0,52.380400000000002,4.902300000000000,Center
GAD02_Amstd_31_2,52.380400000000002,4.902300000000000,Center
GAD02_Amstd_33_0,52.392000000000003,4.876500000000000,Center
GAD02_Amstd_33_2,52.392000000000003,4.876500000000000,Center
GAD02_Amstd_34_0,52.380400000000002,4.902300000000000,Center
GAD02_Amstd_34_2,52.380400000000002,4.902300000000000,Center
GEO02_R_RWSTI4245,52.416499999999999,4.917500000000000,North
GEO02_R_RWSTI4246,52.416800000000002,4.917800000000000,North
GEO02_R_RWSTI4345,52.352899999999998,4.842300000000000,West
GEO02_R_RWSTI4346,52.352899999999998,4.842400000000000,West
GEO02_R_RWSTI4347,52.352899999999998,4.842400000000000,West
GEO02_R_RWSTI4348,52.375900000000001,4.843200000000000,West
GEO02_R_RWSTI4352,52.338999999999999,4.826500000000000,West
GEO02_R_RWSTI4353,52.338999999999999,4.826600000000000,West
GEO02_R_RWSTI4474,52.402900000000002,4.852100000000000,North
GEO02_R_RWSTI4476,52.402500000000003,4.851900000000000,North
GEO02_R_RWSTI4477,52.402500000000003,4.851900000000000,North
GEO02_R_RWSTI4478,52.402900000000002,4.851300000000000,North
GEO02_R_RWSTI4479,52.405900000000003,4.854600000000000,North
GEO0B_R_RWSTI359199,52.335999999999999,4.942400000000000,east
GEO0B_R_RWSTI359242,52.339100000000002,4.950400000000000,east
GEO0B_R_RWSTI359244,52.341900000000003,4.954300000000000,east
GZS01_ZND_TI1004-A,52.427000000000000,4.831200000000000,North
GZS01_ZND_TI1010-A,52.426800000000000,4.820000000000000,North
GZS01_ZND_TI1010-B,52.426800000000000,4.819900000000000,North
PNH02_PNHTI543,52.424500000000002,4.951100000000000,east
PNH02_PNHTI543r,52.424500000000002,4.951100000000000,east
PNH02_PNHTI576,52.423999999999999,4.963800000000000,east
PNH02_PNHTI576r,52.422499999999999,4.961700000000000,east
PNH02_TI881L,52.413699999999999,4.945000000000000,east
PNH02_TI881R,52.413699999999999,4.945000000000000,east
RWS01_MONIBAS_0010vwa0057ra,52.345399999999998,4.977100000000000,east
RWS01_MONIBAS_0010vwa0066ra,52.338999999999999,4.986300000000000,east
RWS01_MONIBAS_0010vwb0071ra,52.335900000000002,4.991900000000000,east
RWS01_MONIBAS_0010vwc0033ra,52.352300000000000,4.963200000000000,east
RWS01_MONIBAS_0010vwc0072ra,52.336399999999998,4.992500000000000,east
RWS01_MONIBAS_0010vwd0058ra,52.344900000000003,4.979000000000000,east
RWS01_MONIBAS_0010vwd0066ra,52.339300000000001,4.986800000000000,east
RWS01_MONIBAS_0010vwf0047ra,52.350600000000000,4.965600000000000,east
RWS01_MONIBAS_0010vwn0072ra,52.336300000000001,4.992400000000000,east
RWS01_MONIBAS_0010vwn0075ra,52.334600000000002,4.997400000000000,east
RWS01_MONIBAS_0010vwp0072ra,52.335999999999999,4.992200000000000,east
RWS01_MONIBAS_0010vwp0075ra,52.337499999999999,4.989500000000000,east
RWS01_MONIBAS_0010vwp0078ra,52.333100000000002,5.003000000000000,east
RWS01_MONIBAS_0010vwp0080ra,52.333100000000002,5.003000000000000,east
RWS01_MONIBAS_0010vwp0083ra,52.333100000000002,5.003000000000000,east
RWS01_MONIBAS_0010vwq0071ra,52.336199999999998,4.992300000000000,east
RWS01_MONIBAS_0010vwq0075ra,52.332400000000000,5.014900000000000,east
RWS01_MONIBAS_0010vwq0078ra,52.332400000000000,5.014900000000000,east
RWS01_MONIBAS_0010vwq0080ra,52.332400000000000,5.014900000000000,east
RWS01_MONIBAS_0010vwq0083ra,52.332400000000000,5.014900000000000,east
RWS01_MONIBAS_0011hrl0033ra,52.343800000000002,4.955300000000000,east
RWS01_MONIBAS_0011hrl0037ra,52.347000000000001,4.958400000000000,east
RWS01_MONIBAS_0011hrl0041ra,52.350099999999998,4.960800000000000,east
RWS01_MONIBAS_0011hrl0041rb,52.350099999999998,4.960800000000000,east
RWS01_MONIBAS_0011hrl0047ra,52.351599999999998,4.965900000000000,east
RWS01_MONIBAS_0011hrl0051ra,52.348799999999997,4.969900000000000,east
RWS01_MONIBAS_0011hrl0051rb,52.348799999999997,4.969900000000000,east
RWS01_MONIBAS_0011hrl0054ra,52.347400000000000,4.973600000000000,east
RWS01_MONIBAS_0011hrl0057ra,52.345700000000001,4.977400000000000,east
RWS01_MONIBAS_0011hrl0061ra,52.343200000000003,4.981500000000000,east
RWS01_MONIBAS_0011hrl0066ra,52.339300000000001,4.986600000000000,east
RWS01_MONIBAS_0011hrl0070ra,52.337299999999999,4.990000000000000,east
RWS01_MONIBAS_0011hrl0072ra,52.336199999999998,4.992400000000000,east
RWS01_MONIBAS_0011hrl0075ra,52.334499999999998,4.997200000000000,east
RWS01_MONIBAS_0011hrr0040ra,52.352300000000000,4.963200000000000,east
RWS01_MONIBAS_0011hrr0046ra,52.350200000000001,4.964100000000000,east
RWS01_MONIBAS_0011hrr0052ra,52.347799999999999,4.971900000000000,east
RWS01_MONIBAS_0011hrr0055ra,52.346699999999998,4.974500000000000,east
RWS01_MONIBAS_0011hrr0061ra,52.343000000000004,4.981300000000000,east
RWS01_MONIBAS_0011hrr0064ra,52.340600000000002,4.984400000000000,east
RWS01_MONIBAS_0011hrr0070ra,52.337100000000000,4.989800000000000,east
RWS01_MONIBAS_0011hrr0071ra,52.336100000000002,4.992000000000000,east
RWS01_MONIBAS_0011hrr0075ra,52.334600000000002,4.995800000000000,east
RWS01_MONIBAS_0011hrr0078ra,52.333500000000001,4.999800000000000,east
RWS01_MONIBAS_0020vwf0309ra,52.328899999999997,4.919000000000000,south
RWS01_MONIBAS_0020vwh0304ra,52.329999999999998,4.906200000000000,south
RWS01_MONIBAS_0020vwh0307ra,52.330199999999998,4.911300000000000,south
RWS01_MONIBAS_0021hrl0313ra,52.326099999999997,4.913700000000000,south
RWS01_MONIBAS_0021hrr0308ra,52.330700000000000,4.912800000000000,south
RWS01_MONIBAS_0021hrr0313ra,52.326599999999999,4.913400000000000,south
RWS01_MONIBAS_0040vwa0019ra,52.338900000000002,4.817900000000000,West
RWS01_MONIBAS_0040vwb0027ra,52.336199999999998,4.807500000000000,West
RWS01_MONIBAS_0040vwc0024ra,52.337000000000003,4.811100000000000,West
RWS01_MONIBAS_0040vwd0020ra,52.338099999999997,4.817000000000000,West
RWS01_MONIBAS_0040vwh0003ra,52.338000000000001,4.841000000000000,West
RWS01_MONIBAS_0040vwh0007ra,52.337600000000002,4.835800000000000,West
RWS01_MONIBAS_0040vwh0007rb,52.337800000000001,4.834800000000000,West
RWS01_MONIBAS_0041hrl0004ra,52.337600000000002,4.839300000000000,West
RWS01_MONIBAS_0041hrl0007ra,52.338200000000001,4.835000000000000,West
RWS01_MONIBAS_0041hrl0011ra,52.338200000000001,4.829400000000000,West
RWS01_MONIBAS_0041hrl0011rb,52.338200000000001,4.829400000000000,West
RWS01_MONIBAS_0041hrl0015ra,52.338299999999997,4.823600000000000,West
RWS01_MONIBAS_0041hrl0015rb,52.338299999999997,4.823600000000000,West
RWS01_MONIBAS_0041hrl0020ra,52.338299999999997,4.817000000000000,West
RWS01_MONIBAS_0041hrl0024ra,52.337200000000003,4.811000000000000,West
RWS01_MONIBAS_0041hrl0027ra,52.335200000000000,4.807100000000000,West
RWS01_MONIBAS_0041hrl0030ra,52.333500000000001,4.804300000000000,West
RWS01_MONIBAS_0041hrr0002ra,52.338500000000003,4.841900000000000,West
RWS01_MONIBAS_0041hrr0005ra,52.338900000000002,4.838600000000000,West
RWS01_MONIBAS_0041hrr0010ra,52.338900000000002,4.830900000000000,West
RWS01_MONIBAS_0041hrr0015ra,52.338900000000002,4.823700000000000,West
RWS01_MONIBAS_0041hrr0018ra,52.338799999999999,4.820100000000000,West
RWS01_MONIBAS_0041hrr0020ra,52.338700000000003,4.816200000000000,West
RWS01_MONIBAS_0041hrr0023ra,52.337899999999998,4.811600000000000,West
RWS01_MONIBAS_0041hrr0027ra,52.336100000000002,4.807500000000000,West
RWS01_MONIBAS_0041hrr0030ra,52.334099999999999,4.804300000000000,West
RWS01_MONIBAS_0041hrr0032ra,52.332500000000003,4.801500000000000,West
RWS01_MONIBAS_0041hrr0032rb,52.332500000000003,4.801500000000000,West
RWS01_MONIBAS_0051hrl0157ra,52.392200000000003,4.812400000000000,West
RWS01_MONIBAS_0051hrl0162ra,52.391900000000000,4.820100000000000,West
RWS01_MONIBAS_0051hrl0167ra,52.391900000000000,4.827900000000000,West
RWS01_MONIBAS_0051hrl0173ra,52.392299999999999,4.836000000000000,West
RWS01_MONIBAS_0051hrl0178ra,52.395200000000003,4.842300000000000,West
RWS01_MONIBAS_0051hrl0184ra,52.399799999999999,4.847600000000000,West
RWS01_MONIBAS_0051hrl0187ra,52.401699999999998,4.849900000000000,North
RWS01_MONIBAS_0051hrl0187rb,52.401699999999998,4.849900000000000,North
RWS01_MONIBAS_0051hrl0189ra,52.403199999999998,4.851700000000000,North
RWS01_MONIBAS_0051hrr0157ra,52.392099999999999,4.812600000000000,West
RWS01_MONIBAS_0051hrr0162ra,52.391800000000003,4.820100000000000,West
RWS01_MONIBAS_0051hrr0167ra,52.391900000000000,4.827800000000000,West
RWS01_MONIBAS_0051hrr0173ra,52.392099999999999,4.835800000000000,West
RWS01_MONIBAS_0051hrr0178ra,52.395000000000003,4.842000000000000,West
RWS01_MONIBAS_0051hrr0185ra,52.399700000000003,4.848000000000000,West
RWS01_MONIBAS_0051hrr0187ra,52.401200000000003,4.849900000000000,North
RWS01_MONIBAS_0080vwd0016ra,52.427599999999998,4.872000000000000,North
RWS01_MONIBAS_0080vwf0010ra,52.423400000000001,4.874300000000000,North
RWS01_MONIBAS_0080vwf0016ra,52.427599999999998,4.872200000000000,North
RWS01_MONIBAS_0080vwf0018ra,52.429000000000002,4.870800000000000,North
RWS01_MONIBAS_0080vwq0010ra,52.422899999999998,4.874500000000000,North
RWS01_MONIBAS_0081hrl0006ra,52.424199999999999,4.882400000000000,North
RWS01_MONIBAS_0081hrl0013ra,52.426000000000002,4.874300000000000,North
